ULLAH	885	1030	66.7	18994	1327
DULAY	885	1030	71.0	19942	1246
SOO	885	1030	81.3	22143	1089
AKHTER	885	1030	84.7	22870	1045
MAHARAJ	884	1035	43.2	13613	2045
FISHER	883	1036	0.4	100	210,279
OLSON	883	1036	0.5	136	163,502
WING	882	1038	7.1	2670	12,453
KOSHY	882	1038	90.8	24200	971
BASU	881	1040	84.4	22891	1044
PAE	880	1041	78.0	21565	1128
PANGANIBAN	880	1041	84.9	23037	1036
DANH	880	1041	91.4	24368	963
DUMLAO	878	1044	79.7	21947	1102
OKAZAKI	878	1044	85.7	23237	1024
FONTANILLA	876	1046	79.6	21958	1101
KANEKO	876	1046	82.6	22637	1060
RIM	876	1046	88.5	23831	990
TANABE	874	1049	76.6	21381	1141
WAI	873	1050	90.1	24243	969
SHIROMA	871	1051	78.4	21814	1111
TOLEDO	869	1052	6.0	2294	14,514
YIU	869	1052	95.5	25503	910
JORDAN	868	1054	0.4	105	197,212
HASHMI	866	1055	80.6	22370	1074
LOI	865	1056	87.8	23922	985
DUNN	863	1057	0.6	185	136,955
FELICIANO	862	1058	5.0	1933	17,112
IMAI	862	1058	76.8	21638	1123
UMALI	858	1060	91.2	24827	941
KOJIMA	857	1061	90.4	24680	948
MURRAY	856	1062	0.5	123	178,414
KOHLI	856	1062	57.0	17334	1503
LENG	856	1062	69.5	20124	1232
KOGA	856	1062	70.8	20427	1209
HAMILTON	855	1066	0.4	107	194,331
GE	855	1066	89.4	24513	956
MYERS	854	1068	0.4	85	224,824
MEYER	853	1069	0.6	163	149,664
CADIZ	853	1069	50.1	15738	1703
KIKUCHI	849	1071	84.7	23594	1002
BHATTACHARYA	849	1071	92.3	25272	920
TAKEMOTO	848	1073	81.8	23019	1037
FURUKAWA	848	1073	83.7	23411	1013
JACINTO	847	1075	19.9	7237	4251
YASUDA	847	1075	87.1	24162	973
YAMANE	846	1077	80.3	22753	1053
CHUONG	845	1078	96.9	26332	872
MATA	844	1079	2.4	907	34,888
ROH	843	1080	66.4	19642	1270
FUKUSHIMA	843	1080	84.1	23594	1002
BATRA	843	1080	88.5	24584	953
NAYAK	843	1080	90.1	24929	936
BARNES	842	1084	0.4	99	210,426
TOUCH	839	1085	76.2	21958	1101
OYAMA	838	1086	80.3	22891	1044
HAU	837	1087	34.0	11680	2,461
SANJUAN	836	1088	29.7	10473	2812
RAVAL	835	1089	90.3	25147	925
LUCERO	834	1090	2.5	945	33,922
ALBANO	833	1091	15.3	5819	5,440
SHIMADA	832	1092	86.9	24491	957
KONO	831	1093	66.3	19840	1254
FUENTES	830	1094	1.5	530	56,441
RA	828	1095	74.1	21716	1118
